motif_id	motif_rbps	absolute_hits	relative_hits	total_sites	one_hit	two_hits	three_hits	four_hits	five_hits	more_hits
M040_0.6	MSI1, MSI2	34	0.00015552099533437	218620	22	2	1	0	1	0
M042_0.6	PABPC4, PABPC1L, ENSG00000250177	193	0.000882810355868631	218620	19	13	13	6	4	13
M043_0.6	PCBP4, PCBP3, PCBP2	145	0.000663251303631873	218620	26	9	8	3	5	8
M044_0.6	PPRC1	6	2.74448815295947e-05	218620	0	0	2	0	0	0
M046_0.6	QKI	24	0.000109779526118379	218620	16	4	0	0	0	0
M047_0.6	RBM28	53	0.000242429786844753	218620	33	10	0	0	0	0
M048_0.6	CIRBP, RBM3	14	6.40380569023877e-05	218620	11	0	1	0	0	0
M049_0.6	RBM38	162	0.000741011801299058	218620	29	12	8	5	5	8
M050_0.6	RBM4B, RBM4, RBM4	2	9.14829384319824e-06	218620	2	0	0	0	0	0
M051_0.6	RBM41	85	0.000388802488335925	218620	23	14	7	2	1	0
M052_0.6	RBM46, RBM47	76	0.000347635166041533	218620	24	14	8	0	0	0
M053_0.6	RBM5	86	0.000393376635257524	218620	32	20	3	0	0	1
M054_0.6	RBM8A	4	1.82965876863965e-05	218620	2	1	0	0	0	0
M055_0.6	RBMS2, RBMS3, ENSG00000213250	71	0.000324764431433538	218620	15	13	1	3	0	3
M056_0.6	SRSF3	16	7.3186350745586e-05	218620	4	3	2	0	0	0
M061_0.6	SAMD4A, SAMD4B	33	0.000150946848412771	218620	15	9	0	0	0	0
M062_0.6	SART3	179	0.000818772298966243	218620	14	15	9	7	4	12
M065_0.6	SRSF9	106	0.000484859573689507	218620	25	15	14	1	1	0
M068_0.6	SNRNP70	59	0.000269874668374348	218620	28	11	3	0	0	0
M069_0.6	SNRPA, SNRPB2	58	0.000265300521452749	218620	34	6	4	0	0	0
M070_0.6	SRSF2, ENSG00000180771	89	0.000407302149548535	218511	38	12	5	3	0	0
M071_0.6	SRSF7	5	2.28821432330638e-05	218511	5	0	0	0	0	0
M072_0.6	SRSF9	102	0.00046656298600311	218620	28	19	12	0	0	0
M073_0.6	STAR-PAP	18	8.23346445887842e-05	218620	18	0	0	0	0	0
M074_0.6	TARDBP	50	0.000228821432330638	218511	23	9	3	0	0	0
M075_0.6	TIA1	246	0.00112524014271338	218620	16	6	9	4	2	33
M077_0.6	U2AF2	272	0.00124416796267496	218620	20	15	3	7	2	35
M079_0.6	CELF3	88	0.000402524929100723	218620	21	15	8	2	1	0
M081_0.6	CSDA, YB-1	37	0.000169243436099168	218620	24	2	3	0	0	0
M082_0.6	YBX2, CSDA	47	0.000214984905315159	218620	20	5	3	2	0	0
M083_0.6	ZC3H10	14	6.40380569023877e-05	218620	8	0	2	0	0	0
M085_0.6	ZCRB1	94	0.000430184292781599	218511	27	17	6	0	2	1
M086_0.6	SRSF12, Fusip1, BX511012.1	114	0.0005214527490623	218620	24	13	8	5	3	1
M087_0.6	SRSF12, Fusip1, BX511012.1	155	0.000708992772847864	218620	25	12	7	15	3	2
M088_0.6	SRSF12, Fusip1, BX511012.1	85	0.000388802488335925	218620	25	13	8	0	1	1
M089_0.6	HNRNPL, ENSG00000215042	53	0.000242429786844753	218620	23	12	2	0	0	0
M102_0.6	SRSF1	104	0.000475711279846309	218620	31	15	9	4	0	0
M103_0.6	SRSF1	104	0.000475711279846309	218620	31	15	9	4	0	0
M104_0.6	SRSF1	123	0.000562620071356692	218620	30	20	7	3	0	4
M105_0.6	SRSF1	141	0.000644954715945476	218620	31	23	7	2	3	4
M106_0.6	SRSF1	96	0.000439337150074825	218511	33	7	7	7	0	0
M108_0.6	ELAVL1, ELAVL3	133	0.000608361540572683	218620	23	24	8	2	1	5
M109_0.6	RBM4B, RBM4, RBM4	5	2.28707346079956e-05	218620	5	0	0	0	0	0
M111_0.6	CSDA, YB-1	60	0.000274448815295947	218620	27	10	3	1	0	0
M112_0.6	ELAVL1, ELAVL3	185	0.000846217180495837	218620	28	23	10	4	3	10
M118_0.6	RBFOX2, RBFOX3	76	0.000347808577142569	218511	22	10	10	1	0	0
M120_0.6	CPEB3	107	0.000489433720611106	218620	44	23	4	0	0	1
M121_0.6	SRSF3	0	0	218620	0	0	0	0	0	0
M122_0.6	MEX3C, MEX3D, MEX3B	53	0.000242550718270476	218511	22	10	1	2	0	0
M124_0.6	ELAVL3	120	0.000548897630591895	218620	13	15	11	1	1	7
M126_0.6	SRSF4, SRSF6	119	0.000544323483670296	218620	28	16	9	3	0	4
M127_0.6	ELAVL1, ELAVL3	183	0.000837068886652639	218620	28	23	14	8	2	5
M136_0.6	SNRPB2	53	0.000242550718270476	218511	30	4	5	0	0	0
M140_0.6	ENOX1, ENOX2	86	0.000393376635257524	218620	25	19	5	2	0	0
M141_0.6	ESRP2, ESRP1	80	0.00036593175372793	218620	20	17	7	0	1	0
M142_0.6	RBM42	26	0.000118927819961577	218620	16	3	0	1	0	0
M143_0.6	RBMS2, RBMS1, ENSG00000213250	49	0.000224133199158357	218620	11	8	3	2	1	0
M144_0.6	PABPC1L, PABPC3	128	0.000585490805964688	218620	21	21	10	5	0	3
M145_0.6	RBM5	65	0.000297319549903943	218620	31	7	4	2	0	0
M146_0.6	PABPC1, PABPC1L, ENSG00000250177	179	0.000818772298966243	218620	14	15	9	7	4	12
M147_0.6	CNOT4	83	0.000379654194492727	218620	34	17	5	0	0	0
M148_0.6	PABPN1, PABPN1L	103	0.00047113713292471	218620	34	10	4	8	1	0
M149_0.6	CPEB3, CPEB4	281	0.00128533528496935	218620	20	9	4	4	6	37
M150_0.6	RALY	247	0.00112981428963498	218620	22	4	4	5	3	34
M151_0.6	HNRNPH2, HNRNPH1, HNRNPF	95	0.000434543957551917	218620	28	11	9	2	0	2
M152_0.6	FXR1	33	0.000151022145338221	218511	23	5	0	0	0	0
M153_0.6	LIN28A, LIN28B	45	0.00020583661147196	218620	25	10	0	0	0	0
M154_0.6	SRSF1	101	0.000461988839081511	218620	35	12	6	6	0	0
M155_0.6	ZNF638	53	0.000242429786844753	218620	25	8	4	0	0	0
M156_0.6	TIA1	266	0.00121672308114537	218620	24	5	9	5	1	36
M157_0.6	CELF3, BRUNOL5	213	0.000974293294300613	218620	25	18	10	8	4	14
M158_0.6	HNRNPCL1	282	0.00128990943189095	218620	12	16	4	4	5	37
M159_0.6	A2BP1, RBFOX2, RBFOX3	53	0.000242429786844753	218620	29	3	6	0	0	0
M160_0.6	KHDRBS1	134	0.000612935687494282	218620	30	14	15	4	1	2
M161_0.6	RBM6	42	0.000192114170707163	218620	30	6	0	0	0	0
M162_0.6	PABPC5	95	0.000434543957551917	218620	31	10	4	8	0	0
M163_0.6	IGF2BP3	145	0.000663251303631873	218620	19	21	6	4	6	4
M164_0.6	RBMS2, RBMS3, ENSG00000213250	79	0.000361357606806331	218620	14	7	9	1	2	2
M167_0.6	MSI1, MSI2	34	0.00015552099533437	218620	22	2	1	0	1	0
M168_0.6	SFPQ, PSPC1	82	0.000375080047571128	218620	30	4	7	2	0	3
M169_0.6	hnRNPLL	116	0.000530601042905498	218620	22	18	5	2	3	4
M170_0.6	RBM38	166	0.000759308388985454	218620	25	16	9	8	1	9
M175_0.6	RBM24, RBM38	117	0.000535175189827097	218620	30	17	6	5	2	1
M176_0.6	KHDRBS2	113	0.000516878602140701	218620	37	9	15	2	1	0
M177_0.6	PCBP4, PCBP1, PCBP3	73	0.000333912725276736	218620	33	14	4	0	0	0
M178_0.6	BRUNOL6, CELF3	114	0.0005214527490623	218620	39	16	4	4	3	0
M188_0.6	PCBP4, PCBP3	155	0.000709346440224977	218511	26	19	10	4	7	2
M195_0.6	SF3B4	75	0.000343061019119934	218620	43	9	2	2	0	0
M201_0.6	SF3B4	276	0.00126246455036136	218620	10	11	12	2	5	35
M205_0.6	SF3B4	81	0.000370690720375633	218511	22	23	1	0	2	0
M207_0.6	PCBP4, PCBP3	123	0.000562900723533369	218511	31	22	12	3	0	0
M209_0.6	RBM45	4	1.82965876863965e-05	218620	4	0	0	0	0	0
M210_0.6	HNRPDL	33	0.000150946848412771	218620	20	2	3	0	0	0
M211_0.6	PCBP4, PCBP3	75	0.000343061019119934	218620	30	13	3	0	2	0
M227_0.6	PTBP1, PTBP2, ROD1	211	0.000965145000457415	218620	18	24	11	3	6	14
M228_0.6	PTBP1, PTBP2, ROD1	175	0.000800475711279846	218620	29	18	7	11	6	3
M229_0.6	CELF3	247	0.00112981428963498	218620	16	18	15	15	5	13
M231_0.6	EIF2S1	53	0.000242429786844753	218620	29	3	6	0	0	0
M232_0.6	ELAVL1, ELAVL3	259	0.00118470405269417	218620	18	9	3	1	5	37
M234_0.6	RBM47	36	0.000164669289177568	218620	16	4	4	0	0	0
M235_0.6	RBM47	18	8.23346445887842e-05	218620	13	1	1	0	0	0
M236_0.6	HNRNPR, SYNCRIP	104	0.000475711279846309	218620	28	18	2	6	0	2
M238_0.6	RBM38	119	0.000544323483670296	218620	23	12	5	3	2	7
M240_0.6	RBM38	121	0.000553747866240143	218511	37	3	11	0	1	8
M242_0.6	HNRNPR, SYNCRIP	72	0.000329338578355137	218620	25	16	5	0	0	0
M243_0.6	HNRNPR, SYNCRIP	131	0.000599213246729485	218620	42	14	6	2	5	2
M250_0.6	CSDA	38	0.000173730169615508	218730	25	2	3	0	0	0
M254_0.6	CSDA	38	0.000173730169615508	218730	25	2	3	0	0	0
M260_0.6	CSDA	33	0.000151399759595533	217966	15	7	0	1	0	0
M261_0.6	SF3B4	82	0.00037489141864399	218730	29	11	9	1	0	0
M334_0.6	SRSF4, SRSF6	28	0.00012871787799384	217530	14	7	0	0	0	0
1004_8676391	NCL	33	0.000151779266952134	217421	29	2	0	0	0	0
1169_19561594	SFRS13A	94	0.000429969810630317	218620	34	21	6	0	0	0
1171_19561594	PTBP1	136	0.000624575197016735	217748	38	11	9	6	0	5
1174_19561594	KHDRBS3	81	0.000370319572075161	218730	30	13	4	2	1	0
1175_19561594	SNRPA	55	0.000251578080687952	218620	29	10	2	0	0	0
1177_19561594	YBX1	10	4.57184656882915e-05	218730	6	2	0	0	0	0
1213_8021254	ACO1	77	0.000352032185799845	218730	27	8	7	2	1	0
1215_16041388	QKI	36	0.000164915961574581	218293	25	4	1	0	0	0
1216_19457263	KHDRBS3	53	0.000243644554774054	217530	23	9	1	1	0	1
1285_19304800	ZRANB2	26	0.000118868010789558	218730	22	2	0	0	0	0
147_19457263	KHDRBS3	150	0.000689214708760838	217639	19	20	13	8	2	2
149_16041388	QKI	25	0.000114353673039978	218620	17	4	0	0	0	0
221_12324455	ZFP36	222	0.00101748982510175	218184	22	12	9	21	2	11
23_7510636	HNRNPA1	59	0.00026973894756092	218730	29	6	6	0	0	0
242_7543047	SFRS1	94	0.000430184292781599	218511	28	19	4	4	0	0
243_7543047	SFRS1	0	0	218620	0	0	0	0	0	0
244_7543047	SFRS2	23	0.000105310390930486	218402	19	2	0	0	0	0
350_8846295	EIF4B	88	0.000402524929100723	218620	41	7	2	3	1	2
351_8846295	EIF4B	19	8.69087915103833e-05	218620	13	3	0	0	0	0
359_12507992	IGF2BP1	35	0.000160415062516042	218184	18	4	3	0	0	0
37_16537540	A2BP1	78	0.000356604032368674	218730	21	12	11	0	0	0
661_1717938	SNRPA	51	0.000233397860977251	218511	26	5	5	0	0	0
662_1717938	SNRPA	48	0.000219559052236758	218620	32	5	2	0	0	0
663_1717938	SNRPA	41	0.000187540023785564	218620	15	8	0	0	2	0
680_9789075	NOVA2	51	0.000233981446647642	217966	35	8	0	0	0	0
682_10811881	NOVA2	84	0.000385960236906069	217639	36	24	0	0	0	0
782_8497264	ELAVL2	304	0.00139541075108902	217857	15	19	7	5	7	35
783_7972035	ELAVL2	294	0.00134614151885056	218402	18	7	8	2	5	41
784_7972035	ELAVL2	270	0.00123625241527092	218402	17	7	3	5	6	36
790_10094314	SFRS7	7	3.20669925283907e-05	218293	7	0	0	0	0	0
791_10094314	SFRS2	58	0.00026569793809238	218293	25	13	1	1	0	0
946_10094314	SNRPA	50	0.000229164375022916	218184	30	4	4	0	0	0
947_10094314	SNRPA	63	0.000288602932755517	218293	37	11	0	1	0	0
948_10094314	SNRPA	80	0.000366663000036666	218184	35	10	3	4	0	0
949_10094314	SNRPA	33	0.000150946848412771	218620	27	3	0	0	0	0
950_7908267	PABPC1	16	7.3186350745586e-05	218620	16	0	0	0	0	0
951_12324455	ZFP36	187	0.000856219265391343	218402	30	12	8	21	1	4
952_7543047	SFRS1	46	0.000210725950900853	218293	19	6	5	0	0	0
953_7543047	SFRS2	80	0.000366297011932125	218402	35	13	5	1	0	0
954_10094314	SFRS7	16	7.3259402386425e-05	218402	12	2	0	0	0	0
969_20167602	YTHDC1	0	0	218730	0	0	0	0	0	0
