motif_id	motif_rbps	absolute_hits	relative_hits	total_sites	one_hit	two_hits	three_hits	four_hits	five_hits	more_hits
M087_0.6	SRSF12, Fusip1, BX511012.1	14	0.0004212426658643	33235	2	3	2	0	0	0
M088_0.6	SRSF12, Fusip1, BX511012.1	13	0.00039115390401685	33235	3	3	0	1	0	0
M089_0.6	HNRNPL, ENSG00000215042	3	9.02662855423499e-05	33235	3	0	0	0	0	0
M102_0.6	SRSF1	7	0.00021062133293215	33235	7	0	0	0	0	0
M103_0.6	SRSF1	7	0.00021062133293215	33235	7	0	0	0	0	0
M104_0.6	SRSF1	23	0.000692041522491349	33235	9	4	2	0	0	0
M105_0.6	SRSF1	24	0.000722130284338799	33235	8	5	2	0	0	0
M106_0.6	SRSF1	17	0.000512403170871387	33177	9	1	2	0	0	0
M108_0.6	ELAVL1, ELAVL3	17	0.00051150895140665	33235	6	3	0	0	1	0
M109_0.6	RBM4B, RBM4, RBM4	10	0.0003008876184745	33235	6	2	0	0	0	0
M111_0.6	CSDA, YB-1	7	0.00021062133293215	33235	4	0	1	0	0	0
M112_0.6	ELAVL1, ELAVL3	25	0.000752219046186249	33235	6	4	2	0	1	0
M118_0.6	RBFOX2, RBFOX3	13	0.000391837718901649	33177	3	0	0	0	2	0
M120_0.6	CPEB3	5	0.00015044380923725	33235	5	0	0	0	0	0
M121_0.6	SRSF3	4	0.0001203550473898	33235	4	0	0	0	0	0
M122_0.6	MEX3C, MEX3D, MEX3B	7	0.000210989540947042	33177	7	0	0	0	0	0
M124_0.6	ELAVL3	23	0.000692041522491349	33235	8	5	0	0	1	0
M126_0.6	SRSF4, SRSF6	20	0.000601775236949	33235	10	2	2	0	0	0
M127_0.6	ELAVL1, ELAVL3	19	0.00057168647510155	33235	9	1	1	0	0	1
M136_0.6	SNRPB2	4	0.000120565451969738	33177	4	0	0	0	0	0
M140_0.6	ENOX1, ENOX2	11	0.00033097638032195	33235	9	1	0	0	0	0
M141_0.6	ESRP2, ESRP1	17	0.00051150895140665	33235	8	3	1	0	0	0
M142_0.6	RBM42	2	6.01775236949e-05	33235	2	0	0	0	0	0
M143_0.6	RBMS2, RBMS1, ENSG00000213250	2	6.01775236949e-05	33235	2	0	0	0	0	0
M144_0.6	PABPC1L, PABPC3	19	0.00057168647510155	33235	11	2	0	1	0	0
M145_0.6	RBM5	17	0.00051150895140665	33235	7	0	0	0	0	2
M146_0.6	PABPC1, PABPC1L, ENSG00000250177	38	0.0011433729502031	33235	7	1	3	0	0	4
M147_0.6	CNOT4	13	0.00039115390401685	33235	5	0	0	2	0	0
M148_0.6	PABPN1, PABPN1L	9	0.00027079885662705	33235	9	0	0	0	0	0
M149_0.6	CPEB3, CPEB4	59	0.00177523694899955	33235	6	1	2	0	2	7
M150_0.6	RALY	57	0.00171505942530465	33235	4	1	2	0	2	7
M151_0.6	HNRNPH2, HNRNPH1, HNRNPF	12	0.0003610651421694	33235	10	1	0	0	0	0
M152_0.6	FXR1	6	0.000180848177954607	33177	2	2	0	0	0	0
M153_0.6	LIN28A, LIN28B	12	0.0003610651421694	33235	8	2	0	0	0	0
M154_0.6	SRSF1	8	0.0002407100947796	33235	8	0	0	0	0	0
M155_0.6	ZNF638	7	0.00021062133293215	33235	4	0	1	0	0	0
M156_0.6	TIA1	58	0.0017451481871521	33235	5	1	2	0	2	7
M157_0.6	CELF3, BRUNOL5	22	0.000661952760643899	33235	10	3	2	0	0	0
M158_0.6	HNRNPCL1	56	0.0016849706634572	33235	5	0	2	0	2	7
M159_0.6	A2BP1, RBFOX2, RBFOX3	11	0.00033097638032195	33235	5	0	2	0	0	0
M160_0.6	KHDRBS1	20	0.000601775236949	33235	18	1	0	0	0	0
M161_0.6	RBM6	9	0.00027079885662705	33235	5	2	0	0	0	0
M162_0.6	PABPC5	10	0.0003008876184745	33235	10	0	0	0	0	0
M163_0.6	IGF2BP3	16	0.0004814201895592	33235	9	2	1	0	0	0
M164_0.6	RBMS2, RBMS3, ENSG00000213250	17	0.00051150895140665	33235	4	0	1	0	2	0
M167_0.6	MSI1, MSI2	1	3.008876184745e-05	33235	1	0	0	0	0	0
M168_0.6	SFPQ, PSPC1	11	0.00033097638032195	33235	4	2	1	0	0	0
M169_0.6	hnRNPLL	15	0.00045133142771175	33235	7	4	0	0	0	0
M170_0.6	RBM38	12	0.0003610651421694	33235	6	3	0	0	0	0
M175_0.6	RBM24, RBM38	5	0.00015044380923725	33235	5	0	0	0	0	0
M176_0.6	KHDRBS2	26	0.000782307808033699	33235	22	2	0	0	0	0
M177_0.6	PCBP4, PCBP1, PCBP3	19	0.00057168647510155	33235	7	0	4	0	0	0
M178_0.6	BRUNOL6, CELF3	17	0.00051150895140665	33235	7	5	0	0	0	0
M188_0.6	PCBP4, PCBP3	22	0.000663109985833559	33177	14	4	0	0	0	0
M195_0.6	SF3B4	16	0.0004814201895592	33235	12	2	0	0	0	0
M201_0.6	SF3B4	52	0.0015646156160674	33235	6	0	1	2	0	7
M205_0.6	SF3B4	13	0.000391837718901649	33177	5	4	0	0	0	0
M207_0.6	PCBP4, PCBP3	26	0.000783675437803297	33177	10	2	4	0	0	0
M209_0.6	RBM45	2	6.01775236949e-05	33235	2	0	0	0	0	0
M210_0.6	HNRPDL	3	9.02662855423499e-05	33235	3	0	0	0	0	0
M211_0.6	PCBP4, PCBP3	15	0.00045133142771175	33235	13	1	0	0	0	0
M227_0.6	PTBP1, PTBP2, ROD1	41	0.00123363923574545	33235	13	1	7	0	1	0
M228_0.6	PTBP1, PTBP2, ROD1	21	0.000631863998796449	33235	10	3	0	0	1	0
M229_0.6	CELF3	16	0.0004814201895592	33235	8	4	0	0	0	0
M231_0.6	EIF2S1	11	0.00033097638032195	33235	5	0	2	0	0	0
M232_0.6	ELAVL1, ELAVL3	63	0.00189559199638935	33235	5	2	0	1	1	9
M234_0.6	RBM47	7	0.00021062133293215	33235	3	2	0	0	0	0
M235_0.6	RBM47	7	0.00021062133293215	33235	5	1	0	0	0	0
M236_0.6	HNRNPR, SYNCRIP	13	0.00039115390401685	33235	5	1	2	0	0	0
M238_0.6	RBM38	8	0.0002407100947796	33235	6	1	0	0	0	0
M240_0.6	RBM38	9	0.000271272266931911	33177	9	0	0	0	0	0
M242_0.6	HNRNPR, SYNCRIP	15	0.00045133142771175	33235	13	1	0	0	0	0
M243_0.6	HNRNPR, SYNCRIP	30	0.000902662855423499	33235	5	2	1	2	2	0
M250_0.6	CSDA	8	0.00024029075180969	33293	5	0	1	0	0	0
M254_0.6	CSDA	8	0.00024029075180969	33293	5	0	1	0	0	0
M260_0.6	CSDA	9	0.00027366436585885	32887	9	0	0	0	0	0
M261_0.6	SF3B4	8	0.00024029075180969	33293	8	0	0	0	0	0
M334_0.6	SRSF4, SRSF6	15	0.000459347726228755	32655	7	0	0	2	0	0
1004_8676391	NCL	9	0.00027609902751787	32597	5	2	0	0	0	0
1169_19561594	SFRS13A	6	0.0001805325710847	33235	6	0	0	0	0	0
1171_19561594	PTBP1	22	0.000671325257087059	32771	10	4	0	1	0	0
1174_19561594	KHDRBS3	9	0.000270327095785901	33293	5	2	0	0	0	0
1175_19561594	SNRPA	9	0.00027079885662705	33235	9	0	0	0	0	0
1177_19561594	YBX1	6	0.000180218063857267	33293	6	0	0	0	0	0
1213_8021254	ACO1	16	0.000480581503619379	33293	16	0	0	0	0	0
1215_16041388	QKI	2	6.04942379238378e-05	33061	2	0	0	0	0	0
1216_19457263	KHDRBS3	8	0.000244985453988669	32655	6	1	0	0	0	0
1285_19304800	ZRANB2	3	9.01090319286336e-05	33293	3	0	0	0	0	0
147_19457263	KHDRBS3	27	0.00082535994864427	32713	8	3	3	1	0	0
149_16041388	QKI	4	0.0001203550473898	33235	4	0	0	0	0	0
221_12324455	ZFP36	36	0.00109080992637033	33003	11	3	0	1	0	3
23_7510636	HNRNPA1	3	9.01090319286336e-05	33293	3	0	0	0	0	0
242_7543047	SFRS1	14	0.000421979081894083	33177	6	4	0	0	0	0
243_7543047	SFRS1	0	0	33235	0	0	0	0	0	0
244_7543047	SFRS2	3	9.05824451221353e-05	33119	3	0	0	0	0	0
350_8846295	EIF4B	9	0.00027079885662705	33235	7	1	0	0	0	0
351_8846295	EIF4B	12	0.0003610651421694	33235	6	0	2	0	0	0
359_12507992	IGF2BP1	8	0.000242402205860073	33003	4	2	0	0	0	0
37_16537540	A2BP1	11	0.000330399783738323	33293	3	0	0	2	0	0
661_1717938	SNRPA	3	9.04240889773036e-05	33177	3	0	0	0	0	0
662_1717938	SNRPA	7	0.00021062133293215	33235	7	0	0	0	0	0
663_1717938	SNRPA	8	0.0002407100947796	33235	8	0	0	0	0	0
680_9789075	NOVA2	9	0.00027366436585885	32887	3	3	0	0	0	0
682_10811881	NOVA2	13	0.000397395530828723	32713	9	2	0	0	0	0
782_8497264	ELAVL2	66	0.00201041761856895	32829	7	3	2	3	3	4
783_7972035	ELAVL2	65	0.00196261964431293	33119	2	2	5	1	2	6
784_7972035	ELAVL2	63	0.00190223134756484	33119	4	3	2	3	2	5
790_10094314	SFRS7	2	6.04942379238378e-05	33061	2	0	0	0	0	0
791_10094314	SFRS2	7	0.000211729832733432	33061	7	0	0	0	0	0
946_10094314	SNRPA	12	0.00036360330879011	33003	2	1	0	2	0	0
947_10094314	SNRPA	12	0.000362965427543027	33061	8	2	0	0	0	0
948_10094314	SNRPA	11	0.000333303033057601	33003	4	2	1	0	0	0
949_10094314	SNRPA	5	0.00015044380923725	33235	5	0	0	0	0	0
950_7908267	PABPC1	1	3.008876184745e-05	33235	1	0	0	0	0	0
951_12324455	ZFP36	15	0.000452912225610677	33119	5	2	2	0	0	0
952_7543047	SFRS1	11	0.000332718308581108	33061	1	0	0	0	2	0
953_7543047	SFRS2	16	0.000483106373984722	33119	6	5	0	0	0	0
954_10094314	SFRS7	0	0	33119	0	0	0	0	0	0
969_20167602	YTHDC1	0	0	33293	0	0	0	0	0	0
